,Pos,School,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Height,Drafted
352,S,UNLV,205.0,4.74,35.5,,115.0,7.14,4.2,6.0,0
353,CB,Northwestern,210.0,4.54,37.0,17.0,121.0,7.03,4.28,5.92,1
354,DT,Mississippi State,316.0,4.93,,,,,,6.25,1
355,S,Miami (FL),209.0,4.56,,,,,,6.08,0
356,RB,Stephen F. Austin,194.0,4.36,35.5,18.0,119.0,7.05,4.09,5.83,1
357,OG,TCU,290.0,5.28,31.0,19.0,106.0,7.81,4.89,6.33,0
358,CB,LSU,193.0,4.65,,,,,,5.75,0
359,QB,LSU,221.0,4.9,29.5,,105.0,7.54,4.48,6.17,1
360,OG,North Carolina State,332.0,5.05,30.5,25.0,107.0,8.08,4.83,6.58,0
361,DE,Nebraska,270.0,4.75,36.5,26.0,119.0,6.82,4.08,6.33,1
362,S,Penn State,207.0,4.59,32.5,,117.0,7.29,4.24,5.92,1
363,OLB,Texas A&M,243.0,4.67,34.0,19.0,116.0,7.16,4.28,6.08,0
364,QB,Purdue,213.0,4.83,32.0,,105.0,7.09,4.21,6.0,1
365,TE,San Jose State,255.0,4.73,36.0,14.0,117.0,7.37,4.18,6.33,1
366,OT,Georgia Tech,329.0,5.33,,30.0,,,,6.42,1
367,WR,Tulsa,202.0,4.63,39.5,,126.0,,,6.0,0
368,CB,Jackson State,190.0,4.65,37.5,10.0,117.0,7.5,4.15,5.92,0
369,RB,Nebraska,226.0,4.53,40.0,11.0,123.0,7.08,4.06,6.0,1
370,DE,Mississippi,264.0,4.92,40.0,24.0,125.0,7.85,,6.17,1
371,WR,Tulane,191.0,4.63,,,,,,5.83,0
372,CB,Kansas State,173.0,4.57,36.0,11.0,121.0,7.22,4.4,5.83,1
373,DT,South Carolina,268.0,4.93,,,,,,6.08,0
374,WR,Florida,177.0,4.39,36.5,,126.0,,,5.92,1
375,S,Oregon State,212.0,4.63,,,,,,6.0,0
376,TE,Vanderbilt,246.0,4.9,36.0,16.0,115.0,7.52,4.21,6.33,0
378,S,Clemson,214.0,4.59,34.0,21.0,106.0,7.14,4.18,6.0,1
379,DE,California,249.0,4.84,38.5,20.0,132.0,,4.24,6.33,1
380,QB,Georgia,225.0,4.58,35.5,,113.0,7.12,4.12,6.17,1
381,ILB,Arkansas,227.0,4.67,37.5,23.0,118.0,7.66,4.25,6.33,1
382,DT,Florida,299.0,4.98,,32.0,,,,6.33,0
383,WR,Wisconsin,210.0,4.33,45.0,,134.0,,4.0,6.0,1
384,RB,Florida State,193.0,4.46,,,,,,5.92,0
385,OG,Texas A&M-Kingsville,303.0,5.25,,27.0,,,,6.25,0
386,OLB,Wyoming,238.0,4.77,40.0,24.0,119.0,7.34,4.21,6.17,1
387,WR,Central Florida,225.0,4.59,35.5,,121.0,,,6.08,0
388,CB,Ohio State,209.0,4.38,,,,,,5.92,1
389,CB,Florida State,181.0,4.55,,11.0,,,,5.75,1
390,QB,Nebraska-Kearney,238.0,5.22,29.5,,101.0,7.78,4.62,6.33,0
391,RB,Ohio State,193.0,4.42,35.0,8.0,120.0,6.96,4.07,6.0,1
392,FB,Illinois,226.0,4.8,29.5,17.0,108.0,7.55,4.38,5.83,1
393,DE,Nebraska-Omaha,272.0,4.95,35.5,24.0,114.0,7.12,4.21,6.42,1
394,S,Kansas State,222.0,4.45,41.5,,130.0,6.87,3.9,6.0,1
395,OG,Wisconsin,305.0,5.34,,17.0,,,,6.5,0
396,CB,Auburn,178.0,4.6,35.5,13.0,118.0,7.25,4.4,5.67,0
397,OLB,Colorado State,242.0,5.03,31.5,19.0,109.0,7.54,4.35,6.25,1
398,RB,East. Kentucky,225.0,4.76,37.0,15.0,115.0,7.36,4.32,5.92,0
399,TE,North Carolina,266.0,4.76,34.0,22.0,112.0,7.38,4.43,6.17,1
400,OG,Alabama,318.0,5.53,24.5,17.0,91.0,8.84,5.06,6.42,0
401,WR,Auburn,212.0,4.61,34.5,,118.0,,,6.08,0
402,OT,Texas,370.0,5.32,28.0,33.0,97.0,8.72,5.18,6.5,1
403,DT,USC,302.0,5.1,27.5,23.0,99.0,7.98,4.87,6.33,1
404,OG,Idaho,307.0,5.24,31.5,32.0,108.0,7.62,4.6,6.33,1
405,ILB,Notre Dame,239.0,4.76,,,,,,6.08,1
406,OT,Northern Illinois,338.0,5.13,34.0,,102.0,7.5,4.46,6.58,1
407,S,Alabama,213.0,4.63,37.0,17.0,117.0,7.38,,6.08,1
408,S,Wisconsin,202.0,4.73,,,,7.07,4.12,5.92,1
409,OT,Florida State,348.0,5.99,,16.0,,,,6.5,1
410,DT,Syracuse,302.0,5.23,,27.0,,,,6.25,1
411,OG,Alabama,303.0,5.3,32.0,17.0,106.0,8.1,4.77,6.25,1
412,CB,Utah,192.0,4.55,31.5,,114.0,,,5.92,0
413,CB,Utah,179.0,4.4,,,119.0,,,5.83,1
414,CB,Arizona State,201.0,4.59,34.5,19.0,119.0,,,6.08,0
415,DT,Texas A&M,293.0,4.86,,,,,,6.25,1
416,FB,Auburn,246.0,4.56,34.5,30.0,111.0,7.3,4.24,6.0,1
417,DT,Kansas State,295.0,5.29,,,,,,6.17,1
418,WR,Texas A&M,205.0,4.48,36.5,,120.0,7.24,4.07,6.08,1
419,OG,Wisconsin,314.0,5.3,,17.0,,,,6.17,1
420,TE,North Carolina,262.0,5.09,33.5,15.0,103.0,7.95,4.59,6.33,1
421,CB,Wisconsin,180.0,4.48,,,,,,5.75,1
422,WR,Tenn-Chattanooga,195.0,4.55,35.5,,114.0,6.98,3.96,5.92,0
423,OG,Hawaii,312.0,5.28,27.0,23.0,97.0,8.56,4.7,6.17,1
424,S,Maryland,204.0,4.54,,20.0,,,,6.08,0
425,S,TCU,186.0,4.45,36.0,18.0,114.0,7.2,4.21,5.83,1
426,DE,BYU,251.0,4.88,,,,,,6.33,0
427,OG,Notre Dame,305.0,5.2,30.5,,103.0,8.03,4.71,6.33,1
429,WR,Clemson,219.0,4.48,,,,,,6.17,1
430,DE,Arkansas,277.0,4.77,,,,,,6.33,1
431,C,Texas A&M-Kingsville,303.0,5.0,32.5,37.0,114.0,7.71,4.53,6.17,1
432,WR,Ohio State,183.0,4.39,,,,,,6.08,1
433,S,Florida State,218.0,4.45,,17.0,,,,6.17,1
434,OLB,Texas A&M,236.0,4.94,36.0,14.0,115.0,7.16,4.31,6.08,1
435,CB,Kentucky,204.0,4.53,39.0,,115.0,7.15,4.34,5.83,0
436,DE,Oregon State,280.0,4.77,,,,,,6.25,1
437,WR,Colorado,211.0,4.73,35.5,,113.0,7.41,4.34,6.08,0
438,OLB,Syracuse,237.0,4.69,33.5,21.0,112.0,7.62,4.08,6.0,1
439,QB,Michigan,199.0,4.83,,,,,,6.33,0
440,WR,Pittsburgh,188.0,4.6,,,111.0,7.27,4.33,5.92,0
441,WR,Jackson State,211.0,4.61,38.5,,125.0,7.35,4.29,6.17,0
442,OG,Minnesota,298.0,5.3,,23.0,,,,6.5,1
443,S,Appalachian State,198.0,4.5,36.5,14.0,127.0,,,6.25,1
444,C,Minnesota,303.0,5.26,33.5,17.0,106.0,7.62,4.62,6.42,1
445,DT,Texas,314.0,5.25,,34.0,,,,6.08,1
446,TE,Louisville,260.0,4.93,,11.0,,,,6.25,0
447,P,California,221.0,,,,,,,6.17,1
448,S,Boise State,200.0,4.56,34.5,12.0,119.0,7.14,,6.0,1
449,ILB,West. Illinois,250.0,4.86,36.5,18.0,114.0,7.64,4.56,6.08,0
450,QB,Boston Col.,211.0,4.83,33.0,,113.0,7.27,4.4,6.08,0
451,DE,Iowa State,255.0,4.91,41.0,21.0,127.0,7.43,4.43,6.42,1
452,TE,Arizona State,252.0,4.68,,,,,,6.42,1
453,CB,Georgia,202.0,4.48,40.5,10.0,125.0,6.9,4.12,6.08,1
454,CB,South Florida,198.0,4.6,41.0,15.0,126.0,6.9,4.2,6.08,1
455,RB,Tennessee,223.0,4.61,,23.0,,,,5.75,1
456,DE,Iowa,280.0,5.16,36.0,26.0,114.0,7.58,4.43,6.25,0
457,QB,Oklahoma,215.0,4.85,37.5,,114.0,7.18,4.15,6.17,1
458,CB,Michigan State,178.0,4.68,35.5,10.0,116.0,7.07,4.18,5.92,1
459,OG,Nebraska,300.0,5.4,26.5,16.0,95.0,7.85,4.69,6.25,1
460,OLB,North Carolina,244.0,4.49,32.0,21.0,120.0,,4.09,6.33,1
461,C,Alabama,290.0,5.5,29.0,26.0,102.0,7.78,4.54,6.25,0
462,TE,Notre Dame,253.0,4.91,38.5,20.0,113.0,7.14,4.4,6.17,1
463,DE,Texas-El Paso,284.0,4.9,34.5,19.0,111.0,7.54,4.43,6.17,1
464,CB,Louisville,186.0,4.58,42.0,6.0,129.0,7.09,3.85,5.92,1
465,RB,Kentucky,194.0,4.6,32.5,,113.0,7.24,4.3,5.67,0
466,WR,BYU,191.0,4.5,36.0,,116.0,7.08,4.18,5.92,0
467,DT,Stanford,295.0,4.94,,23.0,,,,6.25,1
468,S,Colorado State,204.0,4.64,37.0,14.0,121.0,6.87,4.12,6.0,1
469,OLB,Fresno State,245.0,4.7,,16.0,,,,6.17,1
470,OG,Michigan,315.0,5.15,33.5,31.0,106.0,,4.74,6.42,1
471,WR,West Virginia,195.0,4.64,,,,,,6.17,0
472,WR,Louisville,167.0,4.48,41.0,,127.0,7.42,4.11,5.67,0
473,RB,Miami (FL),210.0,4.55,,,,,,5.83,1
474,CB,West. Illinois,197.0,4.51,38.5,13.0,120.0,,,6.0,0
475,WR,TCU,204.0,4.49,43.0,,134.0,,,6.17,1
476,S,Texas A&M,186.0,4.5,34.5,9.0,118.0,7.13,4.2,5.92,1
477,QB,Arizona,234.0,4.82,34.5,,108.0,7.32,4.4,6.08,0
478,DT,Maryland,318.0,5.19,31.0,33.0,108.0,7.85,4.4,6.42,1
480,OT,Georgia,334.0,5.31,29.5,31.0,102.0,8.08,4.93,6.33,1
481,CB,Tennessee State,202.0,4.67,34.0,11.0,120.0,7.07,4.03,5.75,0
482,WR,Miami (OH),181.0,4.61,35.5,,115.0,,,5.75,0
483,TE,Georgia,257.0,4.9,,,,,,6.42,0
484,WR,Oregon State,192.0,4.57,33.0,,108.0,7.51,4.14,6.08,1
485,RB,Auburn,227.0,4.57,37.5,24.0,119.0,7.32,4.22,5.83,1
486,OT,South Florida,308.0,5.01,,31.0,,,,6.25,1
487,OG,Fresno State,308.0,5.07,31.5,20.0,112.0,,4.95,6.42,0
488,RB,Maryland,234.0,4.57,,24.0,,,,5.83,1
489,CB,Penn State,199.0,4.54,34.5,,113.0,7.21,4.27,6.0,1
490,WR,Iowa,199.0,4.42,43.5,,126.0,6.56,3.73,6.0,1
491,OG,TCU,308.0,5.24,32.5,28.0,,,,6.33,0
492,DE,Northeastern State,254.0,4.93,28.5,20.0,114.0,7.93,4.55,6.42,0
493,CB,Kentucky,199.0,4.46,36.0,15.0,120.0,7.24,4.18,5.83,1
494,WR,Arkansas State,171.0,4.44,,,,,,5.83,0
495,WR,Miami (FL),199.0,4.61,,,,,,6.0,1
496,WR,Northeastern (MA),188.0,4.37,36.5,,116.0,,,5.92,0
497,DE,Wisconsin,290.0,4.87,34.5,25.0,111.0,7.37,4.36,6.25,1
498,DE,Penn State,252.0,4.97,31.5,22.0,118.0,6.82,4.1,6.25,0
499,FB,TCU,242.0,4.59,32.0,,115.0,7.08,4.19,5.92,1
500,P,Tennessee,211.0,,,,,,,6.25,1
501,OG,Virginia Tech,290.0,5.28,31.5,28.0,111.0,7.59,4.44,6.17,1
502,QB,Arkansas State,226.0,4.87,35.5,,106.0,7.33,4.27,6.17,0
503,DT,Miami (FL),293.0,4.9,,22.0,,,,6.25,1
504,OG,Arizona State,313.0,5.33,30.0,37.0,105.0,8.0,4.73,6.25,1
505,OT,Purdue,311.0,5.29,,26.0,,7.84,4.49,6.42,1
506,ILB,Auburn,251.0,4.77,35.0,22.0,111.0,,,6.0,1
507,DE,Tennessee,264.0,4.88,,15.0,,,,6.42,0
508,TE,South Carolina State,236.0,4.75,36.0,24.0,,,,6.33,1
509,CB,Mississippi,200.0,4.45,,,,,,6.0,1
510,C,Norfolk State,299.0,5.56,26.5,17.0,92.0,8.59,4.99,6.25,0
511,TE,Arizona,275.0,4.99,30.0,,106.0,7.49,4.26,6.17,1
512,ILB,Oklahoma,249.0,4.7,,,,,,6.17,1
513,WR,Tennessee,242.0,4.76,,,,,,6.33,1
514,OG,Michigan State,302.0,5.49,,,,,,6.42,0
515,RB,Mississippi,222.0,4.41,,,,,,6.08,1
516,OG,USC,282.0,5.2,,,,,,6.33,0
517,WR,Northern Illinois,209.0,4.51,41.0,,129.0,7.06,3.99,6.17,1
518,FB,Alabama,259.0,5.31,30.0,7.0,105.0,8.1,4.58,6.08,0
519,WR,Kentucky,191.0,4.48,36.5,,112.0,7.17,4.18,5.83,1
520,S,Kentucky,197.0,4.62,38.0,10.0,117.0,7.36,4.1,5.92,1
521,C,Pittsburgh,280.0,5.25,,,,,,6.33,0
522,OT,Penn State,328.0,5.33,33.0,20.0,104.0,7.87,4.8,6.5,1
523,QB,Rutgers,207.0,4.57,37.5,,124.0,7.12,4.12,6.17,1
524,TE,Kansas State,256.0,4.85,34.0,20.0,113.0,7.14,4.15,6.42,1
525,CB,Minnesota,200.0,4.5,,17.0,,,,6.17,1
526,QB,Mississippi,205.0,4.61,35.0,,110.0,7.4,4.51,6.0,0
527,WR,Southern Miss,180.0,4.51,34.5,,116.0,7.12,4.15,6.0,0
528,WR,Florida State,171.0,4.57,37.5,,115.0,7.06,4.07,6.08,1
529,RB,Florida State,197.0,4.44,32.0,9.0,115.0,,,5.83,1
531,DE,Northwestern,258.0,5.03,38.0,21.0,116.0,7.5,4.4,6.42,1
532,RB,Texas,180.0,4.53,,,,,,5.58,0
533,WR,UCLA,185.0,4.46,39.5,,120.0,6.95,4.06,5.92,1
534,DT,Cincinnati,342.0,5.04,28.5,,99.0,8.06,4.73,6.25,1
535,CB,Southern Miss,193.0,4.56,37.5,10.0,119.0,7.06,4.2,5.92,0
536,ILB,USC,248.0,4.76,,24.0,,7.1,4.31,6.17,1
537,ILB,Miami (FL),240.0,4.54,,,,,,6.17,1
538,WR,Kansas State,211.0,4.48,,,,,,6.08,1
539,WR,Miami (FL),184.0,4.31,,,,,,5.83,1
540,CB,Miami (FL),190.0,4.65,37.0,13.0,120.0,7.21,4.16,5.83,1
541,TE,Texas-El Paso,251.0,4.95,27.0,20.0,98.0,7.78,4.59,6.17,0
542,WR,West. Michigan,190.0,4.59,36.0,,119.0,7.18,4.19,6.08,0
543,S,Kansas,223.0,4.95,31.5,5.0,112.0,,,6.17,0
544,WR,Nebraska,195.0,4.53,37.0,,117.0,6.86,3.98,5.83,1
545,S,Michigan State,203.0,4.59,,14.0,,,,5.92,0
546,OG,Temple,293.0,5.57,35.5,29.0,113.0,7.66,4.18,6.25,1
547,OG,Princeton,305.0,5.16,35.0,25.0,107.0,8.08,4.72,6.33,1
548,FB,Kansas,250.0,4.63,31.0,37.0,114.0,7.56,4.5,6.08,1
549,TE,Notre Dame,252.0,5.02,32.0,16.0,113.0,7.4,4.31,6.33,1
550,S,USC,221.0,4.64,,16.0,,,,6.17,0
551,C,Purdue,316.0,5.27,32.5,24.0,103.0,7.87,4.61,6.08,1
552,QB,Florida,231.0,4.78,35.5,,112.0,7.13,4.29,6.17,1
553,DE,Oregon,272.0,5.01,30.5,22.0,112.0,7.52,4.43,6.17,0
554,C,Michigan State,300.0,5.36,28.0,,92.0,8.1,4.56,6.33,1
555,DE,Catawba,275.0,5.02,,31.0,,,,6.25,0
556,OLB,Washington,257.0,4.91,32.5,,106.0,7.37,4.53,6.0,1
557,DT,Ohio State,309.0,5.1,,,,,,6.17,1
558,K,Wisconsin,232.0,,,,,,,5.83,0
559,K,BYU,179.0,,,,,,,5.92,1
560,ILB,Nebraska,251.0,4.76,,,,,,6.17,1
561,OLB,Florida State,234.0,4.55,,,,,,6.33,1
562,WR,Marshall,198.0,4.79,32.5,,112.0,7.26,4.22,6.08,0
563,TE,Weber State,257.0,4.99,31.0,20.0,102.0,7.65,4.45,6.33,0
564,C,Wisconsin,298.0,5.23,,19.0,,,,6.33,1
565,C,Nebraska,307.0,5.13,33.0,29.0,108.0,7.55,4.35,6.17,1
566,WR,Ohio State,196.0,4.34,,,,,,6.08,1
567,OG,Virginia Tech,317.0,5.47,27.0,31.0,97.0,7.85,4.8,6.33,0
568,OG,Illinois,296.0,5.5,27.0,32.0,92.0,8.17,4.77,6.25,0
569,DE,Florida State,267.0,4.72,,,,,,6.25,1
570,K,Kansas State,192.0,,,,,,,6.08,0
571,DE,Minnesota,264.0,4.75,,,,,,6.17,1
572,QB,West. Carolina,223.0,4.73,31.5,,115.0,7.37,4.2,6.25,0
573,TE,Oklahoma State,247.0,4.84,32.5,7.0,113.0,7.04,4.25,6.33,0
574,TE,Idaho,256.0,4.75,34.5,16.0,117.0,7.28,4.4,6.33,1
575,OG,Tulane,308.0,5.24,30.0,19.0,106.0,8.06,4.58,6.25,1
576,WR,North Carolina State,211.0,4.61,,,,,,6.08,1
577,OT,Central Missouri State,311.0,5.16,,23.0,,,,6.42,0
578,DT,Texas,320.0,5.28,,,,,,6.33,1
579,QB,Iowa State,228.0,4.74,34.0,,107.0,7.07,4.29,6.33,1
580,DT,Michigan State,294.0,5.06,31.0,29.0,105.0,7.81,4.59,6.42,0
582,DT,Minnesota,295.0,4.95,31.5,27.0,101.0,7.45,4.3,6.0,0
583,DE,TCU,263.0,4.75,38.0,,119.0,7.16,4.03,6.33,1
584,CB,Kentucky State,208.0,4.65,30.0,,113.0,7.52,4.18,5.92,1
585,DE,Southern Miss,281.0,4.86,35.5,23.0,107.0,7.67,4.37,6.5,1
586,OLB,Tennessee,228.0,4.8,,19.0,,,,6.0,0
587,DE,Florida State,250.0,4.75,,,,,,6.25,0
588,DT,Georgia,299.0,4.95,,,,,,6.5,1
589,RB,Massachusetts,222.0,4.71,32.5,18.0,115.0,,,5.92,0
590,OT,Washington,348.0,5.43,31.5,19.0,99.0,7.81,4.66,6.58,1
591,DT,Syracuse,287.0,5.28,29.5,,97.0,7.65,4.52,6.25,0
592,CB,Akron,212.0,4.51,33.5,15.0,114.0,,,5.83,1
593,DE,Missouri,267.0,4.64,34.0,26.0,117.0,,,6.33,1
594,DT,Alabama,299.0,5.24,30.0,,100.0,8.0,4.8,6.25,1
595,OG,Kentucky,293.0,5.33,30.0,21.0,98.0,,,6.17,0
596,WR,Utah,184.0,4.41,38.5,,121.0,7.44,4.25,5.75,1
597,CB,Mississippi State,172.0,4.48,,,,,,5.92,1
598,ILB,North Carolina,245.0,4.75,35.5,33.0,110.0,7.3,4.15,6.17,1
599,OLB,USC,232.0,4.62,33.0,,119.0,7.15,4.5,6.25,1
600,P,Wisconsin,187.0,,,,,,,6.17,0
601,TE,Stanford,251.0,4.92,28.5,17.0,106.0,7.46,4.3,6.33,0
602,DT,Southern Miss,309.0,4.9,33.0,,110.0,7.75,4.72,6.25,1
603,TE,Penn State,256.0,4.96,35.5,,109.0,7.3,4.4,6.42,1
604,K,Texas,189.0,,,,,,,5.75,0
605,CB,Memphis,191.0,4.51,41.0,17.0,127.0,,,5.92,1
606,DT,Georgia,321.0,5.13,30.0,21.0,110.0,8.07,4.72,6.5,1
607,OG,Colorado State,315.0,5.6,28.0,22.0,96.0,8.06,4.75,6.42,0
608,K,Ohio State,207.0,,,,,,,5.92,0
609,OG,Miami (OH),312.0,5.3,30.5,,96.0,,,6.33,1
610,OT,Illinois,338.0,5.32,30.5,28.0,98.0,8.36,4.8,6.42,1
611,WR,Purdue,192.0,4.48,,,,,,5.75,1
612,DE,Arizona,269.0,4.91,33.0,28.0,111.0,7.65,4.4,6.33,1
613,WR,Texas A&M,183.0,4.4,35.5,,115.0,6.81,3.93,5.92,1
614,WR,Michigan,213.0,4.43,,,,,,6.25,1
615,CB,Florida State,189.0,4.64,36.0,,118.0,7.42,4.24,5.75,0
616,OT,Florida State,336.0,5.52,25.0,19.0,92.0,8.6,4.9,6.42,0
617,RB,Michigan,229.0,4.58,32.5,20.0,115.0,7.48,4.44,6.17,1
618,RB,TCU,221.0,4.46,40.5,18.0,124.0,6.84,4.21,5.83,1
619,FB,Texas A&M,281.0,4.72,,17.0,,,,6.0,0
620,DE,Marshall,260.0,4.78,33.5,,120.0,7.06,4.32,6.5,1
621,OG,NW State (LA),307.0,5.42,27.0,20.0,96.0,8.34,,6.25,0
622,QB,Washington,223.0,4.71,35.5,,115.0,7.36,4.35,6.08,1
623,ILB,Michigan State,273.0,4.8,,,,,,6.25,1
624,OG,Texas A&M,299.0,5.32,33.5,18.0,98.0,7.9,4.53,6.25,0
625,OT,Idaho,303.0,5.28,34.0,,103.0,8.08,4.59,6.5,0
626,QB,Virginia Tech,210.0,4.33,,,,,,6.0,1
627,OG,Mississippi,328.0,5.61,32.5,23.0,94.0,,,6.42,0
628,DE,Illinois,287.0,5.09,29.0,26.0,108.0,7.49,4.64,6.58,0
629,OT,Florida,311.0,5.17,31.5,24.0,109.0,7.7,4.6,6.42,1
630,CB,Southern Miss,176.0,4.51,39.0,,124.0,,4.18,5.92,1
631,OG,Washington,321.0,5.23,32.5,26.0,99.0,7.98,4.9,6.33,1
633,DE,Florida State,253.0,4.73,,21.0,,7.53,4.46,6.17,0
634,DT,Florida,325.0,5.0,,,,,,6.33,1
635,WR,Miami (FL),198.0,4.45,,,,,,6.0,1
636,QB,Florida State,226.0,5.2,,,,,,6.33,1
637,OLB,Tennessee,236.0,4.63,36.5,21.0,115.0,7.47,4.21,6.0,1
638,S,Houston,219.0,4.68,34.5,16.0,111.0,7.26,,6.0,0
639,RB,Oklahoma State,228.0,4.58,37.5,17.0,114.0,7.48,4.4,6.0,0
640,CB,Michigan,193.0,4.73,39.0,9.0,118.0,7.04,4.4,5.83,0
641,TE,Arkansas,237.0,4.72,35.5,,119.0,7.1,4.33,6.33,0
642,CB,Notre Dame,183.0,4.46,42.5,11.0,130.0,6.7,4.21,5.83,1
643,CB,Vanderbilt,188.0,4.58,36.0,,120.0,7.12,,5.83,1
644,OG,LSU,299.0,5.48,28.5,25.0,103.0,7.86,4.67,6.33,1
645,WR,Washington State,230.0,4.56,41.0,,130.0,7.37,4.2,6.42,0
646,OT,Michigan,304.0,5.2,,24.0,,,,6.42,1
647,WR,Tennessee,179.0,4.48,38.0,,123.0,,,5.83,1
648,ILB,Vanderbilt,229.0,4.63,35.5,,111.0,,,5.92,1
649,OT,LSU,301.0,5.3,,,,,,6.5,1
650,OG,Mississippi State,345.0,5.51,29.5,23.0,97.0,8.78,4.96,6.33,0
651,DT,TCU,310.0,5.18,30.0,23.0,103.0,7.5,4.61,6.08,1
652,DE,Mississippi State,285.0,4.97,28.0,,103.0,7.71,4.47,6.25,1
653,OG,Boston Col.,307.0,5.3,,22.0,,,,6.42,1
654,P,Virginia,227.0,,,,,,,6.33,0
655,RB,Arkansas State,219.0,4.58,36.5,15.0,120.0,6.97,4.31,6.0,0
656,OG,Syracuse,299.0,5.38,29.5,,102.0,7.9,4.73,6.33,0
657,FB,Iowa,241.0,4.59,38.0,17.0,126.0,7.06,4.49,6.0,0
658,RB,Stanford,209.0,4.46,33.0,19.0,112.0,6.9,4.08,5.75,1
659,OLB,Oregon State,240.0,4.62,38.0,24.0,126.0,7.59,4.21,6.25,1
660,OT,Minnesota,327.0,5.5,29.0,26.0,104.0,7.99,4.8,6.5,1
661,RB,Northwestern,211.0,4.56,33.5,27.0,112.0,6.93,4.02,5.83,0
662,S,UCLA,213.0,4.5,39.5,18.0,127.0,,,5.92,1
663,TE,Wisconsin,262.0,4.8,,18.0,,,,6.33,1
664,OLB,Purdue,257.0,4.81,35.0,26.0,121.0,7.0,4.12,6.17,1
665,TE,Michigan State,258.0,4.81,35.0,18.0,112.0,6.95,,6.25,1
666,C,New Hampshire,301.0,5.41,29.0,27.0,94.0,7.87,4.73,6.17,0
667,DT,Texas State,313.0,5.18,26.5,24.0,93.0,7.47,4.64,6.17,1
668,TE,Iowa State,260.0,4.84,31.5,,104.0,,,6.33,1
669,DT,Colorado,300.0,5.0,29.0,24.0,99.0,7.31,4.24,6.25,1
670,OG,Arizona,325.0,5.34,28.5,24.0,108.0,8.34,4.73,6.33,0
671,FB,Tennessee,246.0,4.68,38.0,35.0,119.0,6.85,4.09,6.0,0
672,CB,Oregon,186.0,4.44,39.0,10.0,118.0,,,5.67,1
673,FB,New Mexico,245.0,4.7,32.5,23.0,116.0,7.1,4.27,6.08,1
674,DT,Virginia Tech,303.0,5.15,31.5,27.0,104.0,7.75,4.6,6.42,1
675,WR,Florida State,218.0,4.52,,,,,,5.92,0
676,OLB,Northwestern,243.0,4.68,39.0,23.0,120.0,6.71,3.83,6.0,1
677,C,Ohio State,299.0,5.19,25.5,,103.0,7.85,4.54,6.17,1
678,DT,Texas A&M,294.0,4.96,33.0,30.0,108.0,7.43,4.41,6.25,1
679,RB,Iowa,220.0,4.62,38.0,23.0,116.0,7.06,4.06,5.83,1
680,OG,Miami (FL),306.0,5.08,,35.0,,,,6.25,1
681,S,Georgia,216.0,4.61,36.0,18.0,130.0,6.93,4.1,6.25,1
682,TE,Missouri,256.0,4.96,32.5,21.0,107.0,7.33,4.29,6.42,0
683,OLB,Notre Dame,242.0,4.6,35.0,17.0,122.0,6.86,4.05,6.33,1
684,CB,Penn State,192.0,4.53,35.0,,119.0,7.12,4.47,5.83,0
685,WR,Louisville,191.0,4.47,36.0,,117.0,6.71,3.78,5.75,1
686,S,UNLV,199.0,4.66,36.5,,127.0,,,6.17,1
687,S,Minnesota,194.0,4.59,37.0,12.0,122.0,6.9,4.24,6.0,0
688,DE,Temple,257.0,4.93,34.0,25.0,115.0,7.09,4.23,6.33,1
689,DE,Florida,260.0,4.74,,,,,,6.25,1
690,CB,South Carolina,196.0,4.47,36.5,15.0,120.0,7.0,4.24,5.83,1
691,WR,Pittsburgh,188.0,4.57,37.0,,121.0,,,6.08,1
692,DT,Wisconsin,308.0,4.91,,,,,,6.33,1
693,CB,Miami (FL),186.0,4.31,,,,,,5.83,1
694,OLB,Ohio State,234.0,4.69,36.5,,123.0,6.99,4.28,6.25,1
695,RB,Georgia Tech,213.0,4.81,31.0,21.0,105.0,,,5.75,0
696,ILB,Nebraska,249.0,4.83,30.5,18.0,102.0,7.28,4.21,6.08,0
697,WR,Florida,194.0,4.53,41.5,,130.0,7.0,4.1,6.0,1
698,OLB,Oklahoma,243.0,4.69,,16.0,,,,6.25,1
699,WR,Georgia Tech,171.0,4.48,,,,,,5.83,0
700,OG,North Dakota State,307.0,5.26,25.5,30.0,88.0,7.96,4.81,6.33,1
701,QB,Fresno State,223.0,4.67,35.0,,108.0,7.05,4.28,6.25,1
702,RB,Troy,191.0,4.52,33.0,16.0,120.0,7.38,4.36,5.83,0
703,WR,Auburn,190.0,4.32,39.0,,126.0,6.68,3.93,6.0,1
705,RB,Kansas State,237.0,4.47,35.0,30.0,116.0,7.18,4.25,5.67,1
706,CB,USC,177.0,4.5,,,,,,5.83,1
707,K,Florida,218.0,5.0,,,,,,6.17,1
708,WR,Portland State,207.0,4.52,36.5,,122.0,7.02,4.09,6.25,1
709,CB,Arizona,185.0,4.55,35.5,,121.0,,,5.92,0
710,DE,UCLA,284.0,4.97,,32.0,,,,6.42,1
711,OT,Tennessee,301.0,5.23,29.0,,103.0,7.84,4.88,6.42,1
712,OT,Wake Forest,300.0,5.53,25.5,32.0,104.0,8.62,4.98,6.42,0
713,DT,Ohio State,298.0,5.03,31.5,31.0,105.0,7.52,4.46,6.25,0
714,OT,Boston Col.,313.0,5.27,29.5,30.0,101.0,7.65,4.6,6.67,1
